,Institution,Subject,Degree_type_and_admission_semester,Accept_or_reject,Method_of_communication,Date,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,Student_classification,Date_posted,Comments,American,Papers,Research,Decision
3830,Maryland - College Park,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,3.97,169.0,168.0,5.0,900.0,A,10 Feb 2015,Informal email stating that the formal letter will come in a week or so. Visiting days March 12-13. 668 people applied.,1,0.0,0.0,1
3831,University Of Maryland,Physics,PhD (F15),Accepted, E-mail,10 Feb 2015,4.0,170.0,166.0,5.0,990.0,A,10 Feb 2015,"Informal email via head of graduate physics program, formal email to come ""within the next week or so""!",1,0.0,0.0,1
3832,UNC Chapel Hill,Physics And Astronomy,PhD (F15),Rejected, E-mail,10 Feb 2015,3.84,163.0,167.0,5.0,820.0,A,10 Feb 2015,,1,0.0,0.0,0
3833,Rice University,Physics,PhD (F15),Accepted, E-mail,9 Feb 2015,3.57,170.0,157.0,3.0,910.0,I,10 Feb 2015,"The first offer, not an exciting one though.",0,0.0,0.0,1
3834,University Of Colorado Boulder,Physics,PhD (F15),Accepted, E-mail,9 Feb 2015,3.68,168.0,156.0,4.5,990.0,I,10 Feb 2015,,0,0.0,0.0,1
3835,Rensselaer Polytechnic Institute,Physics,PhD (F15),Accepted, E-mail,26 Jan 2015,3.84,162.0,161.0,4.5,730.0,A,9 Feb 2015,"Some previous research, no pubs, Finacial aid $18.5k TA",1,0.0,1.0,1
3836,Louisiana State University,Physics,PhD (F15),Accepted, E-mail,8 Feb 2015,3.4,166.0,165.0,4.0,790.0,A,9 Feb 2015,"E-mail, formal acceptance coming this week.",1,0.0,0.0,1
3837,University Of Calgary,Physics,PhD (F15),Accepted, E-mail,9 Feb 2015,3.98,157.0,163.0,4.5,890.0,I,9 Feb 2015,~20k RA + 6k signing bonus,0,0.0,0.0,1
3838,Purdue University,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.75,151.0,170.0,3.0,990.0,I,9 Feb 2015,graduate GPA: 3.99; one publication related to lattice QCD in PRLB and one conference paper.,0,1.0,0.0,1
3839,Rutgers University,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.75,151.0,170.0,3.0,990.0,I,9 Feb 2015,graduate GPA: 3.99; one publication in PRLB and one conference paper.,0,1.0,0.0,1
3840,University Of Oklahoma,Physics And Astronomy,PhD (F15),Accepted, Phone,7 Feb 2015,3.59,159.0,164.0,4.5,550.0,A,9 Feb 2015,Offer sent via e-mail after phone call to confirm interest,1,0.0,0.0,1
3841,Purdue University,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.2,148.0,164.0,2.0,890.0,I,9 Feb 2015,18k for 9 months,0,0.0,0.0,1
3844,University Of Michigan,Physics,PhD (F15),Accepted, E-mail,8 Feb 2015,3.79,168.0,165.0,4.5,930.0,A,8 Feb 2015,,1,0.0,0.0,1
3845,University Of Oregon,Physics,PhD (F15),Accepted, E-mail,1 Feb 2015,3.85,162.0,165.0,4.0,880.0,A,8 Feb 2015,Email from head of admissions committee. No financial information yet. 3 years of summer research.,1,0.0,1.0,1
3846,Washington University,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.85,163.0,165.0,4.0,880.0,A,8 Feb 2015,~21.5k TA -- 3 summers of full time research,1,0.0,1.0,1
3847,Louisiana State University,Physics,PhD (F15),Accepted, E-mail,8 Feb 2015,3.4,159.0,168.0,4.5,900.0,I,8 Feb 2015,"My first acceptance! $22,000 + tuition fee waiver.",0,0.0,0.0,1
3848,University Of Oklahoma,Physics & Astronomy,PhD (F15),Accepted, E-mail,8 Feb 2015,3.8,164.0,168.0,4.5,600.0,A,8 Feb 2015,Got an email on 2/7 asking to reconfirm my interest in the program after missing a Norman area code call. 19.2k/year stipend.,1,0.0,0.0,1
3849,Duke,Physics,PhD (F15),Accepted, E-mail,7 Feb 2015,3.97,169.0,168.0,5.0,900.0,A,8 Feb 2015,Visit March 19-20,1,0.0,0.0,1
3851,College Of William & Mary,Physics,PhD (F15),Accepted, Phone,5 Feb 2015,3.8,169.0,170.0,3.5,770.0,A,7 Feb 2015,,1,0.0,0.0,1
3852,Rutgers University,Physics,PhD (F15),Accepted, E-mail,7 Feb 2015,3.85,168.0,157.0,3.0,990.0,I,7 Feb 2015,"Torrey Fellowship($ 4k), $ 29k stipend",0,0.0,0.0,1
3854,Louisiana State University (LSU),Physics,PhD (F15),Accepted, E-mail,7 Feb 2015,3.61,158.0,158.0,3.5,530.0,A,7 Feb 2015,"Full acceptance letter coming within the next week. 2 REUs and a lot of undergrad research, 3 great LOR, 3.75 physics GPA, chemistry double major.",1,0.0,1.0,1
3855,University Of Nebraska-Lincoln,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.86,170.0,153.0,3.5,740.0,I,7 Feb 2015,detailed letter of offer will follow soon,0,0.0,0.0,1
3857,University Of Pennsylvania,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.93,166.0,167.0,4.0,910.0,A,7 Feb 2015,"hep-ex, ~$29k/year",1,0.0,0.0,1
3858,"University Of Wisconsin, Madison",Physics,PhD (F15),Rejected, E-mail,6 Feb 2015,3.8,152.0,170.0,3.5,920.0,I,6 Feb 2015,,0,0.0,0.0,0
3859,Purdue University,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.8,152.0,170.0,3.5,920.0,I,6 Feb 2015,"1st offer, really excited",0,0.0,0.0,1
3861,"University Of Michigan, Ann Arbor",Physics,PhD (F15),Accepted, E-mail,4 Feb 2015,3.86,167.0,165.0,4.0,960.0,A,6 Feb 2015,,1,0.0,0.0,1
3862,Rutgers,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.86,167.0,165.0,4.0,960.0,A,6 Feb 2015,,1,0.0,0.0,1
3863,Purdue University,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.6,143.0,163.0,2.5,990.0,I,6 Feb 2015,First acceptance. I am very excited. 18k $ offered as TA.,0,0.0,0.0,1
3864,University Of Wisconsin Madison,Physics,PhD (F15),Rejected, E-mail,6 Feb 2015,3.53,166.0,154.0,3.0,780.0,U,6 Feb 2015,First Rejection.,0,0.0,0.0,0
3865,Rutgers,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.78,158.0,168.0,4.0,830.0,A,6 Feb 2015,29k for 10 months with excellence and Torrey fellowship. 1700-4000 additional for summer TA/GSR.,1,0.0,0.0,1
3866,Purdue University,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.52,159.0,164.0,4.0,850.0,I,6 Feb 2015,,0,0.0,0.0,1
3867,Purdue University,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.58,150.0,169.0,3.0,970.0,I,6 Feb 2015,,0,0.0,0.0,1
3868,Carnegie Mellon University,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.6,166.0,165.0,4.0,800.0,A,6 Feb 2015,,1,0.0,0.0,1
3869,University Of Texas-Austin,Physics,PhD (F15),Interview, E-mail,28 Jan 2015,3.18,153.0,161.0,4.0,690.0,A,6 Feb 2015,Invited to open house.  People say it's basically an acceptance.,1,0.0,0.0,0
3870,University Of Wisconsin Madison,Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.18,154.0,161.0,4.0,690.0,A,6 Feb 2015,"I forgot to submit transcripts and CV.  Tried a month later, clearly didn't work.",1,0.0,0.0,0
3871,CMU,Physics,PhD (F15),Accepted, E-mail,6 Feb 2015,3.3,152.0,162.0,3.0,830.0,I,6 Feb 2015,,0,0.0,0.0,1
3872,"University Of Wisconsin, Madison",Physics,PhD (F15),Rejected, E-mail,6 Feb 2015,3.71,170.0,157.0,3.5,990.0,I,6 Feb 2015,2.5 yrs of research. 1 first-author paper in PRA.,0,1.0,1.0,0
3873,Indiana University,Physics,PhD (F15),Accepted, E-mail,15 Jan 2015,3.75,151.0,170.0,3.0,990.0,I,6 Feb 2015,"Graduate GPA: 3.99, 1 publication in PRLB, 1 conference paper, theoretical high energy and nuclear physics",0,1.0,0.0,1
3875,Carnegie Mellon,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.98,167.0,170.0,4.5,760.0,A,5 Feb 2015,,1,0.0,0.0,1
3877,Carnegie Mellon,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.79,168.0,165.0,4.5,930.0,A,5 Feb 2015,,1,0.0,0.0,1
3878,UCSC,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,4.0,161.0,170.0,4.5,990.0,I,5 Feb 2015,"notified informally by a professor. First acceptance, they will give me a fellowship. No details yet",0,0.0,0.0,1
3879,Washington,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.97,169.0,168.0,5.0,900.0,A,5 Feb 2015,,1,0.0,0.0,1
3880,Notre Dame,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.97,157.0,162.0,5.0,780.0,A,5 Feb 2015,$21k 9 month stipend with $5700 for summer support for the first summer. Full health insurance plus $500 for moving expenses and relocation.,1,0.0,0.0,1
3882,University Of Utah,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.95,159.0,169.0,4.5,960.0,I,5 Feb 2015,,0,0.0,0.0,1
3883,Duke University,Physics,PhD (F15),Accepted, E-mail,4 Feb 2015,4.0,169.0,170.0,4.5,900.0,A,5 Feb 2015,CMT. Email was an unofficial invitation from one of the professors I said I would like to work with. He said official info will come soon.,1,0.0,0.0,1
3884,University Of Oregon,Physics,PhD (F15),Accepted, E-mail,1 Feb 2015,3.62,160.0,164.0,4.5,910.0,A,5 Feb 2015,Quantum Computing (and related areas),1,0.0,0.0,1
3885,USC,Physics,PhD (F15),Accepted, E-mail,4 Feb 2015,3.62,160.0,164.0,4.5,910.0,A,5 Feb 2015,Quantum Information,1,0.0,0.0,1
3886,U Calgary,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.9,156.0,170.0,3.0,950.0,I,5 Feb 2015,"One paper, a DAAD internship",0,1.0,0.0,1
3887,University Of Michigan - Ann Arbor,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.6,164.0,167.0,4.5,990.0,I,5 Feb 2015,,0,0.0,0.0,1
3888,The College Of William And Mary,Physics,PhD (F15),Accepted, E-mail,4 Feb 2015,3.58,162.0,170.0,4.0,850.0,A,5 Feb 2015,,1,0.0,0.0,1
3889,Stanford University,Applied Physics,PhD (F15),Rejected, E-mail,3 Feb 2015,3.58,162.0,170.0,4.0,850.0,A,5 Feb 2015,,1,0.0,0.0,0
3890,University Of Michigan,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.34,164.0,168.0,5.0,810.0,A,5 Feb 2015,Unofficial offer from Chair of the Physics Graduate Program. Official Letter and offer to follow.,1,0.0,0.0,1
3892,University Of Wisconsin - Madison,Physics,PhD (F15),Accepted, E-mail,23 Jan 2015,3.89,160.0,168.0,3.0,860.0,A,5 Feb 2015,,1,0.0,0.0,1
3893,University Of Michigan - Ann Arbor,Physics,PhD (F15),Accepted, E-mail,4 Feb 2015,3.89,168.0,160.0,3.0,860.0,A,5 Feb 2015,,1,0.0,0.0,1
3894,Stanford University,Physics,PhD (F15),Accepted, Phone,4 Feb 2015,3.91,158.0,170.0,3.0,990.0,U,5 Feb 2015,hep-ex,0,0.0,0.0,1
3895,University Of Tennesee- Knoxville,Physics And Astronomy,PhD (F15),Accepted, E-mail,5 Feb 2015,3.3,158.0,160.0,3.5,650.0,A,5 Feb 2015,,1,0.0,0.0,1
3896,UC Merced,Physics,PhD (F15),Accepted, E-mail,5 Feb 2015,3.56,155.0,156.0,4.0,520.0,A,5 Feb 2015,"First acceptance! Email to check website. Very diverse reseach experience background, none in target discipline.",1,0.0,0.0,1
3897,University Of North Carolina At Chapel Hill,Physics And Astronomy,PhD (F15),Accepted, E-mail,4 Feb 2015,3.9,161.0,168.0,4.5,850.0,A,4 Feb 2015,Astronomy theory,1,0.0,0.0,1
3898,Stanford University,Physics,PhD (F15),Accepted, Phone,4 Feb 2015,3.9,163.0,168.0,4.0,850.0,A,4 Feb 2015,hep-ex,1,0.0,0.0,1
3899,Johns Hopkins University,Physics,PhD (F15),Accepted, E-mail,3 Feb 2015,3.94,166.0,170.0,4.0,900.0,A,4 Feb 2015,"$25k TA+$8K Summer RA, invited to open house",1,0.0,0.0,1
3901,University Of Wisconsin - Madison,Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.6,160.0,160.0,4.0,650.0,A,4 Feb 2015,,1,0.0,0.0,0
3902,Washington University In St. Louis,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.6,160.0,160.0,4.0,650.0,A,4 Feb 2015,Two publications,1,1.0,0.0,1
3903,Rensselaer Polytechnic Institute,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.52,159.0,164.0,4.0,850.0,I,4 Feb 2015,"$18,500 TA + tuition fee remission",0,0.0,0.0,1
3904,UNC Chapel Hill,Physics,PhD (F15),Accepted, E-mail,4 Feb 2015,3.4,165.0,166.0,4.5,820.0,A,4 Feb 2015,"4.0 in Master's, two years research for thesis, 2 internships in national labs",1,0.0,1.0,1
3905,"University Of California, Irvine (UCI)",Physics & Astronomy,PhD (F14),Accepted, E-mail,3 Feb 2015,3.8,169.0,170.0,3.6,770.0,A,4 Feb 2015,TA funding is ~$17.5k over three quarters and no tuition,1,0.0,0.0,1
3908,UNC Chapel Hill,Physics,PhD (F15),Accepted, E-mail,3 Feb 2015,4.0,161.0,167.0,4.0,890.0,A,4 Feb 2015,"Theory, 24k/yr and health insurance",1,0.0,0.0,1
3910,UC Irvine,Physics,PhD (F15),Accepted, E-mail,4 Feb 2015,3.34,164.0,168.0,5.0,810.0,A,4 Feb 2015,,1,0.0,0.0,1
3911,UCSB,Physics,PhD (F15),Accepted, E-mail,3 Feb 2015,3.78,158.0,168.0,4.0,830.0,A,3 Feb 2015,~27k TA. Visit March 30.,1,0.0,0.0,1
3913,Virginia Tech,Physics,PhD (F15),Accepted, E-mail,3 Feb 2015,3.97,164.0,169.0,5.0,720.0,A,3 Feb 2015,Financial offer to follow.,1,0.0,0.0,1
3914,UNC Chapel Hill,Physics,PhD (F15),Accepted, E-mail,3 Feb 2015,3.94,158.0,164.0,4.0,630.0,A,3 Feb 2015,"AMO Physics. Two research experiences, a couple poster presentations one at National Conference, no publications but undergraduate teaching experience.",1,0.0,1.0,1
3915,Johns Hopkins University,Physics,PhD (F15),Accepted, E-mail,3 Feb 2015,3.95,159.0,169.0,4.5,960.0,I,3 Feb 2015,"Informal acceptance email, invited to Open House, with formal acceptance letter with formal letter to be sent after that.",0,0.0,0.0,1
3916,Stanford University,Applied Physics,PhD (F15),Rejected, E-mail,3 Feb 2015,3.71,170.0,157.0,3.5,990.0,I,3 Feb 2015,2.5 years of research. 1 first-author paper in PRA.,0,1.0,1.0,0
3918,Stanford University,Applied Physics,PhD (F15),Rejected, E-mail,3 Feb 2015,3.8,149.0,170.0,3.5,860.0,I,3 Feb 2015,,0,0.0,0.0,0
3919,Stanford,Applied Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,4.0,158.0,167.0,4.0,990.0,I,2 Feb 2015,"Double Major EE/Phys. 4 years of research exp. 1 single author, 1 first author paper.",0,1.0,1.0,0
3920,University Of Wisconsin - Madison,Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.76,158.0,170.0,4.0,710.0,A,2 Feb 2015,,1,0.0,0.0,0
3921,Duke University,Medical Physics,PhD (F15),Interview, E-mail,2 Feb 2015,3.76,167.0,166.0,3.5,990.0,A,2 Feb 2015,Invited to interview during their open house on 3/6-3/7,1,0.0,0.0,0
3923,Stanford University,Applied Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.76,149.0,170.0,3.0,930.0,U,2 Feb 2015,expected,0,0.0,0.0,0
3924,Stanford,Applied Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.92,152.0,166.0,4.0,910.0,A,2 Feb 2015,Ouch... First rejection,1,0.0,0.0,0
3926,Stanford University,Applied Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.95,165.0,170.0,4.5,910.0,U,2 Feb 2015,"""The Admissions Committee apologizes for the necessity of contacting you via a form email and hope you realize this does not diminish our appreciation for your time spent submitting an application and for your interest in our graduate program.""",0,0.0,0.0,0
3927,Stanford University,Applied Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.64,158.0,170.0,3.5,950.0,I,2 Feb 2015,E-mail with pdf attachment.,0,0.0,0.0,0
3928,University Of Wisconsin - Madison,Physics,PhD (F15),Rejected, E-mail,2 Feb 2015,3.1,170.0,166.0,4.5,750.0,A,2 Feb 2015,,1,0.0,0.0,0
3929,Kansas State University,Physics,PhD (F15),Accepted, E-mail,28 Jan 2015,3.2,148.0,162.0,3.0,830.0,I,2 Feb 2015,Approx. 20K for 9 months TA. Additional 5K for summers.,0,0.0,0.0,1
3930,New York University,Physics,PhD (F15),Accepted, E-mail,31 Jan 2015,3.64,158.0,170.0,3.5,950.0,I,1 Feb 2015,,0,0.0,0.0,1
3931,University Of Chicago,Physics,PhD (F15),Accepted, Website,30 Jan 2015,3.4,166.0,165.0,4.5,820.0,A,1 Feb 2015,"Applied experimental HEP & astrophysics. 4.0 in Master's, 2 internships in national labs, 2 years research on Master's thesis. So excited!",1,0.0,1.0,1
3932,Stony Brook University,Physics,PhD (F15),Accepted, E-mail,1 Feb 2015,3.87,163.0,165.0,4.0,830.0,A,1 Feb 2015,21k/9mos TA + Possible $5k Summer RA + Possible Minority Fellowship.,1,0.0,0.0,1
3933,University Of Rochester,Physics,PhD (F15),Accepted, E-mail,30 Jan 2015,3.65,158.0,158.0,4.5,610.0,A,31 Jan 2015,"High Energy Experiment, Visiting February 27",1,0.0,0.0,1
3935,University Of Minnesota,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.95,159.0,169.0,4.5,960.0,I,31 Jan 2015,"Funding guaranteed via fellowships for first three years, so NO NEED TO TA! 24440$/year (including summer) plus full tuition plus benefits package plus 2500$ supplemental scholarship to help transition to Minnesota. Nominated for a CSE fellowship.",0,0.0,0.0,1
3936,University Of North Carolina At Chapel Hill,Physics,PhD (F15),Accepted, E-mail,26 Jan 2015,3.79,162.0,169.0,4.5,860.0,A,31 Jan 2015,"TA, $24k/yr",1,0.0,0.0,1
3938,University Of Chicago,Medical Physics,PhD (F15),Rejected, E-mail,31 Jan 2015,3.8,153.0,169.0,4.0,790.0,I,31 Jan 2015,,0,0.0,0.0,0
3939,"University Of California, Santa Barbara (UCSB)",Physics,PhD (F15),Accepted, E-mail,30 Jan 2015,4.0,164.0,170.0,5.0,990.0,A,31 Jan 2015,Hep-ex.  $26748/12mos. as a half-time TA.  Visit day Mar 30.,1,0.0,0.0,1
3940,University Of Chicago,Physics,PhD (F15),Accepted, E-mail,30 Jan 2015,4.0,170.0,166.0,5.0,990.0,A,30 Jan 2015,Email to check website. Excited!,1,0.0,0.0,1
3941,University Of Chicago,Theoretical Physics - Cosmology/GR,PhD (F15),Accepted, E-mail,30 Jan 2015,3.87,162.0,161.0,5.0,830.0,A,30 Jan 2015,"To the person below, there's a place that says ""status update""...but not everyone has results back yet so sit tight and good luck :)",1,0.0,0.0,1
3942,University Of North Carolina - Chapel Hill,Physics,PhD (F15),Accepted, E-mail,30 Jan 2015,4.0,168.0,169.0,5.0,900.0,A,30 Jan 2015,Nuclear,1,0.0,0.0,1
3943,UC San Diego (UCSD),Physics,PhD (F15),Accepted, E-mail,30 Jan 2015,3.93,166.0,167.0,4.0,910.0,A,30 Jan 2015,Unofficial email,1,0.0,0.0,1
3944,University Of Chicago,Physics,PhD (F15),Accepted, Website,30 Jan 2015,3.93,166.0,167.0,4.0,910.0,A,30 Jan 2015,Email to check website,1,0.0,0.0,1
3945,University Of Chicago,Physics,PhD (F15),Accepted, Website,30 Jan 2015,4.0,164.0,170.0,5.0,990.0,A,30 Jan 2015,Email to check website.  TA for $2550/month.  Visit day is March 13th.,1,0.0,0.0,1
3946,University Of Rochester,Physics,PhD (F15),Accepted, E-mail,30 Jan 2015,3.97,157.0,161.0,5.0,760.0,A,30 Jan 2015,$19k 9 month TA with summer support up to $25k. Visiting weekend Feb. 28th.,1,0.0,0.0,1
3947,Washington University In St. Louis,Physics,PhD (F15),Accepted, E-mail,30 Jan 2015,4.0,169.0,170.0,3.5,980.0,A,30 Jan 2015,"$25.5k/yr fellowship for first 3 years, plus $8.5k for one summer",1,0.0,0.0,1
3948,University Of Rochester,Physics And Astronomy,PhD (F15),Accepted, E-mail,30 Jan 2015,3.7,162.0,152.0,4.0,520.0,A,30 Jan 2015,,1,0.0,0.0,1
3949,Colorado - Boulder,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.99,169.0,168.0,5.0,900.0,A,30 Jan 2015,"$17.4k  for 9 months, up to double stipend over the summer, $12k signing bonus",1,0.0,0.0,1
3951,UNC Chapel Hill,Physics And Astronomy,PhD (F15),Accepted, E-mail,26 Jan 2015,3.9,165.0,170.0,4.5,870.0,A,29 Jan 2015,,1,0.0,0.0,1
3952,University Of Colorado At Boulder,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,4.0,166.0,170.0,5.0,990.0,A,29 Jan 2015,"Yay! 3 years research experience, 2 Reu, 1 publication published, 1 publication submitted (2nd, 1st author respectively)
",1,1.0,1.0,1
3953,University Of Washington,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,4.0,169.0,170.0,3.5,980.0,A,29 Jan 2015,$1956/mo. plus  $1500 (TA and $4k scholarship),1,0.0,0.0,1
3954,Washington State University,Physics,PhD (F15),Accepted, E-mail,28 Jan 2015,3.58,164.0,165.0,5.0,740.0,A,29 Jan 2015,"3 years of astrophysics research, smaller state school",1,0.0,1.0,1
3955,Montana State University,Physics,PhD (F15),Accepted, Website,29 Jan 2015,3.58,164.0,165.0,5.0,740.0,A,29 Jan 2015,"3 years of astrophysics research, smaller state school.",1,0.0,1.0,1
3956,"University Of Michigan, Ann Arbor",Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.75,156.0,169.0,3.5,990.0,I,29 Jan 2015,Email from chair of admission committee.,0,0.0,0.0,1
3957,University Of Texas At Austin,Physics,PhD (F15),Other, E-mail,28 Jan 2015,3.97,164.0,169.0,5.0,720.0,A,29 Jan 2015,Invited to graduate recruitment open house.,1,0.0,0.0,0
3958,University Of Wisconsin-Madison,Physics,PhD (F15),Accepted, E-mail,23 Jan 2015,3.97,164.0,169.0,5.0,720.0,A,29 Jan 2015,Financial offer to follow.,1,0.0,0.0,1
3959,"University Of Minnesota, Twin Cities",Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.7,158.0,168.0,4.0,980.0,U,29 Jan 2015,24k/yr TA,0,0.0,0.0,1
3960,University Minnesota,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.8,155.0,167.0,3.0,990.0,I,29 Jan 2015,wow!!!!!,0,0.0,0.0,1
3961,University Of Minnesota,Physics,PhD (F15),Accepted, E-mail,29 Jan 2015,3.67,162.0,167.0,4.0,910.0,I,29 Jan 2015,"First offer, 3.80 grad GPA, 1 year research experience in theoretical particle cosmology, no papers",0,0.0,1.0,1
3964,Cambridge University,Physics,PhD (F15),Rejected, E-mail,28 Jan 2015,3.8,155.0,168.0,4.0,900.0,I,29 Jan 2015,The group I applied to was taking only one student and preferred to take someone with a publication in the same field.,0,1.0,0.0,0
3966,UT Austin,Physics,PhD (F15),Other, E-mail,28 Jan 2015,3.86,159.0,167.0,5.0,900.0,A,28 Jan 2015,Invited to open house. Applied for hep-th.,1,0.0,0.0,0
3967,UT Austin,Physics,PhD (F15),Other, E-mail,28 Jan 2015,3.95,165.0,170.0,4.5,910.0,U,28 Jan 2015,Invited to open house,0,0.0,0.0,0
3968,University Of Illinois At Urbana Champaign,Physics,PhD (F14),Accepted, E-mail,28 Jan 2015,3.97,154.0,170.0,3.5,990.0,I,28 Jan 2015,From Iran.,0,0.0,0.0,1
3971,University Of Wisconsin-Madison,Physics,PhD (F15),Accepted, E-mail,23 Jan 2015,3.6,166.0,165.0,4.0,800.0,A,28 Jan 2015,,1,0.0,0.0,1
3973,"University Of Wisconsin, Madison",Medical Physics,PhD (F15),Accepted, E-mail,27 Jan 2015,3.76,167.0,166.0,3.5,990.0,A,27 Jan 2015,"Invited to open house on 2/27.  No funding info, but ACCEPTED!",1,0.0,0.0,1
3974,Rice University,Physics,PhD (F15),Accepted, Phone,20 Jan 2015,3.7,163.0,170.0,3.5,870.0,U,27 Jan 2015,,0,0.0,0.0,1
3975,Northwestern University,Physics,PhD (F15),Interview, E-mail,20 Jan 2015,3.82,149.0,168.0,3.0,950.0,U,27 Jan 2015,"it last 15 mins, phone interviewed by perspective advisor directly",0,0.0,0.0,0
3976,Stony Brook State University Of New York (SUNY),Physics,PhD (F15),Accepted, E-mail,23 Jan 2015,3.9,164.0,168.0,4.5,990.0,I,27 Jan 2015,,0,0.0,0.0,1
3977,University Of Wisconsin Madison,Physics,PhD (F15),Accepted, E-mail,27 Jan 2015,3.0,162.0,168.0,4.5,870.0,I,27 Jan 2015,Background: 3-year undergrad degree in France + 2-year master in Japan.,0,0.0,0.0,1
3978,Virginia Tech,Physics,PhD (F15),Accepted, E-mail,26 Jan 2015,3.7,158.0,168.0,4.0,980.0,U,27 Jan 2015,,0,0.0,0.0,1
